movieId,title,genres_clean,overview_clean
700,Octopussy,Adventure Action Thriller,james bond sent investigate fellow agent found dead priceless farberge egg james bond follows mystery uncovers smuggling scandal russian general wants provoke new world war
633,Soldier of Orange,Drama History Thriller War,film depicts world war through eyes several dutch students follows through beginning war nazi occupation liberation
294,Desert Hearts,Drama Romance,story straightedge literature professor vivian travels reno get away relationship breakup falls love attractive unconventional girl named cay
1162,The Miracle Worker,Drama,true story frightening lonely world silence darkness yearold helen keller since infancy never seen sky heard mothers voice expressed innermost feelings annie sullivan yearold teacher boston arrives having recently regained own sight nononsense annie reaches out helen through power touch only tool common leads bold pupil miraculous journey fear isolation happiness light
988,The China Syndrome,Thriller Drama,while doing series reports alternative energy sources opportunistic reporter kimberly wells witnesses accident nuclear power plant wells determined publicise incident soon finds herself entangled sinister conspiracy keep full impact incident secret
204,The Wages of Fear,Drama Thriller Adventure,south american jungle supplies nitroglycerine needed remote oil field oil company pays four men deliver supplies two trucks tense rivalry develops two sets drivers rough remote roads slightest jolt result death
5248,Virtual Sexuality,Comedy,desperate find perfect man justine goes technology fair nerdy classmate chas really thing eventually persuaded try virtual reality makeover machine discovers create perfect man even only electronic facsimile power surge freakish accident causes part psyche copied virtual perfect man
2786,Pierrot le Fou,Drama Thriller,pierrot escapes boring society travels paris mediterranean sea marianne girl chased hitmen algeria lead unorthodox life always run
26133,Tuesdays with Morrie,Drama,mitch became caught career sport commentator journalist ignored girlfriend make time things life value human morrie one mitchs professors college famous scholar one day mitch watching television saw morrie giving interview stating dying lou gehrig disease als
2817,Same Old Song,Drama Comedy Romance,odile business executive looking new bigger apartment younger sister camille completed doctoral thesis history paris tour guide simon regular camilles tours because hes attracted camille fallen marc begin affair nicolas looking apartment since hopes eventually family join paris
1394,Nostalgia,Drama Romance,russian poet andrei gorchakov accompanied guide translator eugenia traveling through italy researching life thcentury russian composer ancient spa town meets lunatic domenico years earlier imprisoned own family house seven years save evils world seeing deep truth domenicos act andrei becomes drawn series dreams poets nostalgia homeland longing wife ambivalent feelings eugenia italy sense kinship domenico become intertwined
1719,The Soft Skin,Drama Romance,pierre lachenay wellknown publisher lecturer married franca father sabine around meets air hostess nicole start love affair pierre hiding cannot stand staying away
781,Wintersleepers,Drama,young blonde translator rebecca lives boyfriend ski instructor marco mountain villa owned friend nurse laura rene local cinema projectionist steals marcos car gets car crash local theo whose daughter coma time dies rene suffers partial short term memory loss starts relationship laura meanwhile marco looking man stole car theo man killed daughter
3777,Throne of Blood,Drama History,mikio washizu commanders fortress local lord reigns spiders web castle defeating lords enemies battle visit fortress washizu driven wife conspires murders lord becoming lord castle evil deeds come back haunt
465,Junior Size 36,Romance Drama,lili pouty voluptuous yearold caravan camping family biarritz shes selfaware holds own café conversation concert pianist meets wild streak shes testing powers men finding doesnt always control moods actions shes impatient virgin sets off brother disco latching onto aging playboy himself hot cold ambivalent losing virginity night willing next determined third playboys mix depression misogyny ends unconsummated affair lili hunt elsewhere
1583,Lammbock,Comedy,stefan kai good going business selfgrown cannabis screened pizza delivering service now only deal plantlouses
31952,The Vampire Lovers,Horror,heart styria karnstein family even mortal deaths rise tombs spreading evil countryside lust fresh blood baron hartog whose family victims karnstein vampirism opens graves drives stake through diabolical hearts one grave cannot locate legendary beautiful mircalla karnstein years peace follow grisly night until mircalla reappears avenge familys decimation satisfy desire blood
5927,Junior Bonner,Action Drama Western,mcqueen junior bonner aging rodeo champ returns home town participate annual rodeo finds family estranged help moves good rodeo riding brawls
3075,Frankenstein Must Be Destroyed,Horror Science Fiction,blackmailing young couple assist horrific experiments baron desperate vital medical data abducts man insane asylum route abductee dies baron assistant transplant brain corpse creature tormented trapped soul alien shell visit wife violently rejects monstrous form creature wrecks revenge perpetrator misery baron frankenstein
222,Berlin: Symphony of a Great City,Documentary History,berlin walter ruttmanns black white documentary berlin big city symphony shows day life metropolitan berlin showing industrial uprising well lives working circumstances time
1059,The Hidden Fortress,Adventure Drama Action Comedy,lured gold two greedy peasants escort man woman across enemy lines however realize companions actually princess general
3547,Reflections in a Golden Eye,Thriller Romance Drama,bizarre tale sex betrayal perversion military post
5481,Shock,Horror Thriller,couple terrorized new house haunted vengeful ghost womans former husband possesses young son
7090,Ken Park,Drama,ken park focuses several teenagers tormented home lives shawn seems conventional tate brimming psychotic rage claude habitually harassed brutish father coddled rather uncomfortably enormously pregnant mother peaches looks devoutly religious father yearns freedom theyre rather tight claim
42632,Monterey Pop,Documentary Music,beautiful june weekend height summer love first only monterey international pop festival roared forward capturing decades spirit ushering new era rock roll monterey launch careers jimi hendrix janis joplin otis redding among wildly diverse cast included simon garfunkel mamas papas byrds hugh masekela extraordinary ravi shankar characteristic vérité style pennebaker captured immortalizing moments become legend pete townshend destroying guitar hendrix burning
5902,A Bridge Too Far,Drama History War,tells story operation market garden failed attempt allies latter stages wwii end war quickly securing three bridges holland allowing access rhine germany combination poor allied intelligence presence two crack german panzer divisions meant final part operation bridge arnhem rhine doomed failure
4552,A Tale of Two Sisters,Drama Horror Mystery,recently released patient mental institution returns home sister only face disturbing events stepmother ghosts haunting house connected dark past familys history
26326,Rock 'n' Roll High School,Comedy Music,group rockmusicloving students help ramones take school combat newly installed oppressive administration
42725,The Wild Angels,Action Drama,peter fonda plays heavenly blues leader hells angels chapter venice california while bruce dern plays loser best pal botch attempt retrieve losers stolen bike loser ends hospital angels bust out dies bury nancy sinatra plays mike blues old lady diane ladd plays losers wife derns reallife wife time plot basically buildup last halfhour film losers funeral becomes another wild party
4291,Kikujiro,Comedy Drama Family,brash loudmouthed opportunistic kikujiro unlikely companion masao determined see mother never met two begin series adventures soon turns out whimsical journey laughter tears wide array surprises unique characters along way
113,"Spring, Summer, Fall, Winter... and Spring",Drama,south korean film takes place isolated lake old monk lives small floating temple monk young boy living learning become monk watch seasons years pass
203,Mean Streets,Drama Crime,smalltime hood choose among love friendship chance rise within mob
316,Grill Point,Comedy Drama,style documentary tragic comedy tells story relationship crisis two married couples longing break out miserable daily lives east german postwall movie andreas dresen introduces sad everyday life two couples frankfurt der oder honest tolerable manner
3072,Frankenstein Unbound,Drama Horror Science Fiction,ultimate weapon claimed safe mankind produces global sideeffects including time slides disappearances scientist behind project car zapped year switzerland meets victor frankenstein mary shelley others
250,In China They Eat Dogs,Action Comedy Crime,intent fast paced danish dark comedy film two separately motivated brothers slightly psychopathic tendencies end touchy situation one brother gets serious trouble bank robbery begs brother help
42013,Sammy and Rosie Get Laid,Drama Comedy,sammy rosie unconventional middleclass london married couple live midst innercity chaos surround themselves intellectual street people sleep everybody except things become interesting sammys father raffi former indian government minister comes london visit sammy rosie raffi try find meaning through lives loves
631,Sunrise: A Song of Two Humans,Drama Romance,married farmer falls spell slatternly woman city tries convince drown wife
48385,Indestructible Man,Crime Horror Science Fiction,scientific experiments accidentally revive executed criminal make impervious harm allowing seek revenge former partners deal similarly anyone else gets way
2546,Zazie dans le métro,Comedy Fantasy,brash precocious tenyearold catherine demongeot comes paris whirlwind weekend rakish uncle philippe noiret viewer get bargained however anarchic comedy louis malle rides roughshod city light based popular novel raymond queneau considered unadaptable malles audacious zazie dans métro made flair cusp french new wave bit streamofconsciousness slapstick walltowall visual gags editing tricks effects
5165,L'Avventura,Drama Mystery,woman disappears during mediterranean boating trip during search woman lover best friend become attracted
5544,Hiroshima Mon Amour,Drama History Romance,french actress filming antiwar film hiroshima affair married japanese architect share differing perspectives war
1994,The Most Dangerous Game,Adventure Horror Thriller,legendary hunter bob rainsford shipwrecked perilous reefs surrounding mysterious island finds himself guest reclusive eccentric count zaroff while gracious first zaroff eventually forces rainsford two shipwreck survivors brother sister eve martin towbridge participate sadistic game cat mouse prey hunter
870,Dolls,Drama Romance,dolls film japanese doll theater human love story illustrated through beautiful imagery film lot sensitive kitano films
809,Shrek 2,Adventure Animation Comedy Family Fantasy,shrek fiona donkey set off far far away meet fionas mother father everyone happy shrek king find hard get along theres tension marriage fairy godmother discovers shrek married fiona instead son prince charming sets destroying marriage
435,The Day After Tomorrow,Action Adventure Science Fiction Thriller,years increases greenhouse effect havoc wreaked globally form catastrophic hurricanes tornadoes tidal waves floods beginning new ice age paleoclimatologist jack hall tries warn world while shepherding safety son trapped new york city overwhelmed start new big freeze
673,Harry Potter and the Prisoner of Azkaban,Adventure Fantasy Family,harry ron hermione return hogwarts another magicfilled year harry comes face face danger yet time form escaped convict sirius black turns sympathetic professor lupin help
246,Zatoichi,Adventure Drama Action,zatôichi century blind nomad makes living gambler masseur however behind humble facade master swordsman gifted lightningfast draw breathtaking precision while wandering zatôichi discovers remote mountain village mercy ginzo ruthless gangleader ginzo disposes anyone gets way especially hiring mighty samurai ronin hattori bodyguard raucous night gambling town zatôichi encounters pair geishasas dangerous beautifulwhove come avenge parents murder paths colorful characters intertwine ginzos henchmen soon zatôichi legendary cane sword side stage set riveting showdown
2789,The Chronicles of Riddick,Action Science Fiction,years outrunning ruthless bounty hunters escaped convict riddick suddenly finds himself caught opposing forces fight future human race now waging incredible battles fantastic deadly worlds lone reluctant hero emerge humanitys champion last hope universe edge annihilation
46976,Wish You Were Here,Comedy Drama Foreign Romance,staid english seaside town second world war young lynda grows widowed father younger sister rebellious lynda swearing constantly early age sixteen becomes exhibitionist seeks out sexual encounters challenging prevailing lowermiddle class attitudes sex eventually becomes pregnant acquaintance father
831,This Island Earth,Mystery Adventure Science Fiction Horror Thriller,aliens landed hiding earth need earths scientists help fight interplanetary war
662,La Jetée,Romance Science Fiction,time travel still images past present future aftermath world war iii tale man slave sent back forth out time find solution worlds fate replenish decreasing stocks food medicine energies doing resulting perpetual memory lone female life death past events recreated airports viewing pier
8341,Samsara,Romance Drama Adventure,love story situated himalayas buddhist monk cant choose life way buddha
3019,Dr. Jekyll and Mr. Hyde,Horror Science Fiction,based story robert louis stevenson henry jekyll believes two distinct sides men good evil side believes separating two man become liberated succeeds experiments chemicals accomplish transforms hyde commit horrendous crimes discontinues use drug already late
3515,I'll Sleep When I'm Dead,Drama Action Thriller Crime,graham former london crime boss left former life live recluse forest haunted blood murdered wishes never return brother commits suicide following sexual assault hands volatile car dealer returns london discover cause brothers death administer justice responsible
594,The Terminal,Comedy Drama,viktor navorski man without country plane took off coup detat exploded homeland leaving shambles now hes stranded kennedy airport hes holding passport nobody recognizes while quarantined transit lounge until authorities figure out viktor simply goes living courts romance beautiful flight attendant
8981,Dear Frankie,Drama Family,nineyearold frankie single mum lizzie move ever since frankie remember recently arriving seaside scottish town wanting protect deaf son truth theyve run away father lizzie invented story away sea hms accra weeks lizzie writes frankie makebelieve letter father telling adventures exotic lands frankie tracks ships progress around globe discovers due dock hometown real hms accra arriving only fortnight lizzie choose telling frankie truth finding perfect stranger play frankies father one day
1944,The Door in the Floor,Drama,alternately tragic comic exploration complexities love brightest darkest corners adapted john irvings bestselling novel widow one year film set privileged beach community east hampton new york chronicles one pivotal summer lives famous childrens book author ted cole jeff bridges beautiful wife marion kim basinger oncegreat marriage strained tragedy resulting despondency subsequent infidelities prevented couple confronting muchneeded change relationship eddie ohare young man ted hires work summer assistant couples unwitting yet willing pawn ultimately catalyst transformation lives
1997,Two Brothers,Adventure Drama Family,two tigers separated cubs taken captivity only reunited years later enemies explorer pearce inadvertently forces fight
2330,Taxi,Action Comedy Crime,marseilles france skilled pizza delivery boy daniel drives scooter finally dreams come true gets taxi license caught police huge speed infraction help emilien loser inspector cant drive track german bank robbers doesnt lose license dream job
2334,Taxi 3,Action Comedy,gang thieves calling themselves santa claus gang wreaking havoc police cant keep police captain gilbert distracted chinese reporter writing story squad taxi driver daniel midst relationship crisis string mistakes thieves outsmart police time time daniel supertaxi pitch
2912,The Butcher,Drama Foreign Thriller,unlikely friendship dour working class butcher repressed schoolteacher coincides grisly series rippertype murders provincial french town
2202,Lassie Come Home,Adventure Drama Family,hard times came carraclough family forced sell dog rich duke rudling however lassie dog unwilling leave young carraclough boy sets out long dangerous journey order rejoin
3484,The Mask of Fu Manchu,Adventure Fantasy Horror,boris karloff stars villainous manchu race team englishmen find tomb ghengis khan manchu wants use relics cause uprising east wipe out white race
558,Spider-Man 2,Action Adventure Fantasy,peter parker going through major identity crisis burned out spiderman decides shelve superhero alter ego leaves city suffering wake carnage left evil doc ock meantime parker still cant act feelings mary jane watson girl hes loved since childhood
80,Before Sunset,Drama Romance,nine years ago two strangers met chance spent night vienna ended sunrise meet first time since now one afternoon find out belong together
2048,"I, Robot",Action Science Fiction,robots commonplace abide three laws robotics technophobic cop investigates apparent suicide suspecting robot responsible death investigation leads believe humanity danger
436,Maria Full of Grace,Drama Thriller Crime,pregnant colombian teenager becomes drug mule make desperately needed money family
2502,The Bourne Supremacy,Action Drama Thriller,cia operation purchase classified russian documents blown rival agent shows sleepy seaside village bourne marie living pair run lives bourne promised retaliation anyone former life attempt contact forced take life trained assassin survive
314,Catwoman,Action Crime,liquidated discovering corporate conspiracy mildmannered graphic artist patience phillips washes island shes resurrected endowed prowess cat shes eager use new skills vigilante say cat mouse handsome gumshoe tom lone tail
1783,To End All Wars,Action Comedy Drama History,based reallife story drama focuses small group allied soldiers burma held captive japanese capt ernest gordon ciaran mcmenamin jim reardon kiefer sutherland maj ian campbell robert carlyle among military officers kept imprisoned routinely beaten deprived food while campbell wants rebel attempt escape gordon tries take stoic approach attitude proves surprisingly resonant
31522,A Woman Is a Woman,Comedy Drama Romance,exotic dancer angéla attempts child unwilling lover émile process finds herself torn best friend alfred
5179,The Prime of Miss Jean Brodie,Drama,headstrong young teacher private school edinburgh ignores curriculum influences impressionable year old charges overromanticized world view
69526,The Assassination Bureau,Thriller Crime Comedy Action Adventure,assassination bureau existed decades perhaps centuries until diana rigg begins investigate high moral standing bureau only killing deserve called question puts out contract bureau assassinate leader eve world war
6947,The Village,Drama Mystery Thriller,willful young man tries venture beyond sequestered pennsylvania hamlet actions set off chain chilling incidents alter community forever
2577,Code 46,Drama Romance Science Fiction Thriller,futuristic brief encounter love story romance doomed genetic incompatibility
60760,Masques,Crime Thriller Foreign Comedy,deadly game cat mouse roland wolf writing book life game show host christian legagneuror
5137,Sky Captain and the World of Tomorrow,Mystery Action Thriller Science Fiction Adventure,gigantic robots attack new york city sky captain uses private air force fight off exgirlfriend reporter polly perkins investigating recent disappearance prominent scientists suspecting link global robot attacks missing men sky captain polly decide work together fly himalayas pursuit mysterious totenkopf mastermind behind robots
2003,Anatomy of Hell,Drama,man rescues woman suicide attempt gay nightclub walking streets together propositions shell pay visit isolated house four consecutive nights silently watch hes reluctant agrees four nights progress become intimate mutual fascinationrevulsion develops end fourday contract two total strangers profound impact
1653,The Motorcycle Diaries,Drama,motorcycle diaries based journals che guevara leader cuban revolution memoirs guevara recounts adventures best friend alberto granado while crossing south america motorcycle early
747,Shaun of the Dead,Horror Comedy,shaun lives supremely uneventful life revolves around girlfriend mother above local pub gentle routine threatened dead return life make strenuous attempts snack ordinary londoners
27815,Basket Case 2,Horror,having eluded authorities series grisly murders pair find sanctuary palatial home granny ruth eccentric philanthropist rallies cause unique individuals even amongst friends pair soon find themselves having confront murderous past
1599,I Heart Huckabees,Comedy Romance,husbandandwife team play detective traditional sense instead happy duo helps others solve existential issues kind keep night wondering means
4380,Shall We Dance?,Drama Romance Comedy,upon first sight beautiful instructor bored overworked estate lawyer signs ballroom dancing lessons
3989,Team America: World Police,Music Adventure Animation Action Comedy,team america world police follows international police force dedicated maintaining global stability learning dictator kim jong out destroy world team recruits broadway star gary johnston undercover help team america gary manages uncover plan destroy world team america able save time stars samuel jackson tim robbins sean penn michael moore helen hunt matt damon susan sarandon george clooney danny glover ethan hawke alec baldwin
3053,The Fearless Vampire Killers,Comedy Horror,noted professor dimwitted apprentice fall prey inquiring vampires while trail ominous damsel distress
1970,The Grudge,Horror Mystery Thriller,american nurse karen davis moves tokyo encounters vengeful supernatural spirit known grudge often possesses victims series horrifying mysterious deaths occur spirit passing curse onto victim karen find away break spell becomes spirits next victim
4553,The Machinist,Thriller Drama,machinist story trevor reznik latheoperator dying insomnia machine shop occupational hazards bad enough normal circumstances yet trevor risks compounded fatigue trevor lost ability sleep ordinary insomnia
176,Saw,Horror Mystery Crime,obsessed teaching victims value life deranged sadistic serial killer abducts morally wayward captured face impossible choices horrific game survival victims fight win lives back die trying
5255,The Polar Express,Adventure Animation Family Fantasy,doubting young boy takes extraordinary train ride north pole embarks journey selfdiscovery shows wonder life never fades believe
866,Finding Neverland,Drama,finding neverland amusing drama story peter pan neverland came during writing slump play writer barrie meets widowed sylvia three children soon become important part barries life inspiration lead create masterpiece peter pan
4251,Veer-Zaara,Drama Romance,story love veer pratap singh indian zaara hayaat khan pakistania love great knows boundaries
2059,National Treasure,Adventure Action Thriller Mystery,modern treasure hunters led archaeologist ben gates search chest riches rumored stashed away george washington thomas jefferson benjamin franklin during revolutionary war chests whereabouts lie secret clues embedded constitution declaration independence gates race find gold enemies
140,Bad Education,Crime Drama Romance Thriller,two children ignacio enrique know love movies fear religious school beginning father manolo director school professor literature witness part discoveries three followed through next decades reunion marking life death
1966,Alexander,War History Action Adventure Drama Romance,alexander king macedonia leads legions against giant persian empire defeating persians leads army across known world venturing farther westerner ever gone way india
2288,Closer,Drama Romance,witty romantic dangerous love story chance meetings instant attractions casual betrayals two couples disintegrate begin destructive adulterous affairs
163,Ocean's Twelve,Thriller Crime,danny ocean reunites old flame rest merry band thieves carrying out three huge heists rome paris amsterdam europol agent hot heels
25952,Conquest of Space,Science Fiction,team american astronauts leave space station first mission mars captains religious beliefs get way
3016,Dr. Jekyll and Mr. Hyde,Drama Horror Science Fiction,jekyll hyde horror silent film based upon robert louis stevensons novella strange case jekyll hyde starring actor john barrymore
2972,The Golem: How He Came Into the World,Horror Science Fiction Thriller,century jews prague face persecution rabbi loew creates giant golem out clay protect people film confused director paul wegeners henrik galeen mostly lost film golem der golem first film explore myth
992,"Sherlock, Jr.",Fantasy Drama Comedy Mystery,film projectionist longs detective puts meagre skills work framed rival stealing girlfriends fathers pocketwatch
3060,The Big Parade,Drama Romance War,story idle rich boy joins armys rainbow division sent france fight world war becomes friends two working class men experiences horrors trench warfare finds love french girl
1405,Greed,Drama History,greed classic silent film erich von stroheim woman wins lottery thus becoming obsessed money ruining marriage people around film originally hours long dramatically realistically depicted word word frank norris novel mcteague only hours exist today considered holy grail lost films
964,The Phantom of the Opera,Drama Horror,grotesquely disfigured composer known phantom haunts paris opera house hes secretly grooming christine daae opera diva luring underground lair phantom declares love christine loves raoul chagny plans elope next performance phantom finds out abducts christine incurring wrath raoul horde rabid parisians
697,October (Ten Days that Shook the World),Documentary Drama,october sergei eisensteins docudrama october revolution russia made ten years events edited eisensteins soviet montage style reenacts celebratory terms several key scenes revolution
905,Pandora's Box,Drama Thriller Romance,rise inevitable fall amoral naive young woman whose insouciant eroticism inspires lust violence around
3061,The Crowd,Drama,film centers ambitious undisciplined new york city office worker john meets marries mary start family struggle cope marital stress financial setbacks tragedy while lost amid anonymous pitiless throngs big city
27899,Little Caesar,Drama Action Crime,smalltime hood shoots way top long stay
5729,L'Âge d'Or,Romance Comedy Drama,film consists series tightly interlinked vignettes sustained details story man woman passionately love attempts consummate passion constantly thwarted families church bourgeois society general one notable scene young girl passionately fellates toe religious statue
3574,Doctor X,Thriller Horror,wisecracking new york reporter intrudes research scientists quest unmask moon killer
875,Shanghai Express,Romance Drama,shanghai express american love story adventure film josef von sternberg starring marlene dietrich film takes place train during chinese civil war
779,Vampyr,Drama Horror,traveler obsessed supernatural visits old inn finds evidence vampires
3766,The Lady from Shanghai,Crime Drama Mystery,romantic drifter gets caught corrupt tycoon voluptuous wife
946,Letter from an Unknown Woman,Drama,pianist flee duel receives letter woman cannot remember tells story lifelong love forced reinterpret own past
4558,Orpheus,Drama Fantasy Romance,café des poètes paris fight breaks out poet orphée jean marais group resentful upstarts rival poet cègeste edouard dermit killed mysterious princess maría casares insists taking orpheus body away rollsroyce orphée soon finds himself underworld princess announces fact death orpheus escapes car back land living only become obsessed car radio film central part cocteaus orphic trilogy consists blood poet orpheus testament orpheus
800,Los Olvidados,Crime Drama,group juvenile delinquents live violent crimefilled life festering slums mexico city morals young pedro gradually corrupted destroyed others
3111,A Star Is Born,Drama Music Romance,movie star helps young singeractress find fame even age alcoholism send own career downward spiral
803,Night and Fog,History Documentary War,documentary film french director resnais set ten years second world war depicts problems auschwitz shocking images concentration camps
31374,Samurai II: Duel at Ichijoji Temple,Drama Action Adventure,years road establishing reputation japans greatest fencer takezo returns kyoto otsu waits yet come challenge leader regions finest school fencing prove valor skill walks deliberately ambushes set schools followers while otsu waits akemi seeks expressing desires directly meanwhile takezo observed sasaki kojiro brilliant young fighter confident dethrone takezo leaving kyoto triumph takezo declares love otsu way dishonors shames leaves alone
56156,The Last Hurrah,Drama,aging politician tries get reelected one last time changing world started play bigger part politics based loosely career multiterm boston mayor james michael curley film examines good evil inherent politics things election tracys uphill battle stay office set against political machinery preyed ethnic hatred oldtime money
34528,The Human Condition II: Road to Eternity,War Drama History,kaji having lost exemption military service protecting chinese prisoners unjust punishment now conscripted japanese kwantung army despite antimilitarism kaji excels training tries implement ideals dealings soldiers face prevailing brutality film ends soviet armys victorious onslaught
750,Murder She Said,Drama Crime Mystery Comedy,miss marple believes shes seen murder passing train yet police find evidence decides investigate own inquisitions lead mountain top first four films starring margaret rutherford miss marple achieved cult status
34530,The Human Condition III: A Soldier's Prayer,War Drama History,japanese forces having shattered kaji comrades embark epic journey foot southward kaji hopes rejoin michiko surviving many perils captured red army subjected treatment echoes meted out chinese
3010,The Cardinal,Drama History War,young catholic priest boston confronts bigotry naziism own personal conflicts rises office cardinal
4025,The Prize,Drama Mystery Crime,reason years nobel prize literature awarded young author andrew craig seems interested women drinking writing another laureate max stratman famous germanamerican physicist comes stockholm young beautiful niece emily foreign department gives assistant during stay miss andersson craig soon notices stratman acting strangely second time meet stratman even recognize
3763,Onibaba,Horror,medieval times remote plain widow motherinlaw kill wandering samurai put bodies hole ground sell armour valuables until daughterinlaw falls love one intended victims
7348,Robinson Crusoe on Mars,Drama Science Fiction,stranded mars only monkey companion astronaut figure out find oxygen water food lifeless planet
2661,Batman,Family Adventure Comedy Science Fiction Crime,dynamic duo faces four supervillains plan hold world ransom help secret invention instantly dehydrates people
2097,"Gappa, the Triphibian Monster",Horror Science Fiction,expedition south pacific lands tropical island natives worship mysterious deity gappa earthquake opens underground cavern baby reptile discovered inside natives warn foreigners leave hatching alone dont listen take back zoo japan soon moma papa gappa start smashing tokyo looking kidnapped child
135,Dont Look Back,Documentary Music,wildly entertaining vision one twentieth centurys greatest artists bob dylan surrounded teen fans gets heated philosophical jousts journalists kicks back fellow musicians joan baez donovan alan price
4191,The Bride Wore Black,Mystery Drama Romance Thriller Crime,julie kohler prevented suicide mother leaves town track down charm kill five men know goal purpose
1846,Marlowe,Crime Mystery Drama,los angeles privateeye philip marlowe trying locate brother new client woman named orfamay quest trail leads two men deny knowledge brothers existence soon killed ice pick marlowe deduces theres much simple missingperson case marlowes path crosses blackmailed movie star mavis wald friend exotic dancer delores mobster sends karate expert winslow wong bust marlowes office warn off case while lieutenant french cautions detective stay out polices way
2860,Claire's Knee,Drama Romance,eve wedding holiday lake annecy shore career diplomat visits old acquaintance perhaps former girlfriend through meets intense teenager laura lusts sister claire whilst laura attempts flirt fantasy becomes focused wanting caress claires knee
26606,Performance,Crime Drama Music,young gangster chas devlin james fox seeks refuge mob basement belonging reclusive fading rock star turner mick jagger underworld terms chas performer gangster talent violence intimidation taking trip begins cross dress experiment sexuality directorial debut nicolas roeg explores liberating impulses threat anarchy provided twin motors swinging sixties
839,Duel,TV Movie Action Thriller,travelling businessman david mann angers driver rusty tanker whilst crossing californian desert simple trip turns deadly mann struggles stay road while tanker plays cat mouse life
40732,The Emigrants,Adventure Drama,middle century kristina karloskar live small rural village smaaland southern sweden get married try make living small spot land however small size land infertile soil bad harvests makes tough one children even starve death thus decide emigrate meet group farmers families planing emigration leadership banned priest sell everything embark journey sailing ship long tedious emigrants never reach new world
760,The Mad Adventures of Rabbi Jacob,Comedy,riot frantic disguises mistaken identities victor pivert blustering bigoted french factory owner finds himself taken hostage slimane arab rebel leader two dress rabbis try elude only assasins slimanes country police think pivert murderer pivert ends posing rabbi jacob beloved figure whos returned france first visit years united states adding confusion piverts dentistwife thinks husband leaving another woman daughter whos get married parisian neighborhood filled people eager celebrate return rabbi jacob
1410,Dark Star,Comedy Science Fiction,lowbudget scifi satire focuses group scientists whose mission destroy unstable planets years mission battle alien mascot resembles beach ball well sensitive intelligent bombing device starts question meaning existence
8327,The Holy Mountain,Drama,mexican master leads christ figure disciples mountain immortal wise men
5618,"Cousin, Cousine",Romance Comedy,two distant cousins meet wedding banquet elderly couple time close friendship develops spouses begin think friends
1835,"Farewell, My Lovely",Crime Mystery Thriller,los angeles private eye philip marlowe hired paroled convict moose malloy find girlfriend velma former seedy nightclub dancer
1660,Small Change,Drama Comedy,various experiences childhood seen several sequences take place small town thiers france vignettes include boys awakening interest girls couples doubledating movies brothers giving friend haircut boy dealing abusive home life baby cat sitting open window child telling dirty joke boy develops crush friends mother
6476,From Noon Till Three,Comedy Western,bank robber graham dorsey spends hours beautiful widow amanda starbuck time gang takes part disastrous holdup learning comrades demise dorsey goes lam believing shortterm lover killed law amanda decides make having liaison supposedly deceased desperado writing book much confusion stillliving dorsey watches name becomes legendary
26842,The Message,Adventure Drama Action History,handsomelymounted historical epic concerns birth islamic faith story prophet mohammed
5651,Up!,Comedy,soft core sex comedy film directed american filmmaker russ meyer plot centers around bizarre murder mystery involving death former nazi adolf schwartz caricature adolf hitler living hiding bavarian style castle northern californiakitten natividad plays greek chorus appears nude scenes throughout film provide narration plot details updates
6341,Blue Thunder,Science Fiction Action Thriller Crime Drama,officer frank murphy experienced lapd helicopter pilot given command advanced new blue thunder chopper begins wonder lapd need helicopter powerful such secret
232,Rumble Fish,Action Adventure Crime Drama Romance,rusty james absentminded street thug struggles live legendary older brothers reputation longs days gang warfare going
30707,Star 80,Drama,paul snider narcissistic small time hustler fancies himself ladies man life changes meets dorothy stratten working behind counter dairy queen
1884,The Ewok Adventure,Adventure Family Fantasy Science Fiction TV Movie,towani family civilian shuttlecraft crashes forest moon endor four towanis separated jermitt catarine mother father captured giant gorax mace cindel son daughter missing captured next day ewok deej looking two sons find cindel alone shuttle mace cindel looking transmitter send distress call mace appears emergency blaster eventually fouryear old cindel able convince teenage mace ewoks nice ewoks towanis adventure find elder towanis
33138,The Times of Harvey Milk,Documentary,true twentiethcentury trailblazer harvey milk outspoken human rights activist one first openly gay politicians elected public office even assassination continues inspire disenfranchised people around world one first feature documentaries address gay life america times harvey milk work advocacy itself bringing milks message hope equality wider audience exhilarating trove original documentary material archival footage much vivid portrait time place testament legacy political visionary
26555,Club Paradise,Comedy Drama Romance,chicago firefighter jack moniker retires moves small caribbean island befriended owner rundown resort together renovate resort lure tourists club paradise effort fight off corrupt officials businessmen want claim resort own
4043,Law of Desire,Comedy Drama Romance,porn director pablo reluctantly breaks boyfriend juan encourages stay touch juan moves away live lighthouse eventually writes interim pablo taken psychotic new lover antonio antonio banderas antonio intercepts correspondence flies towering rage terrifying pablo inspiring creatively works play transsexual sister
4271,Life Is a Long Quiet River,Comedy,two babies switched birth mistake discovered years later leads complications lives families one family affluent dutiful apparently contented children family poor rambunctious even delinquent children often hungry lots laughter house
2927,Moon 44,Science Fiction,year mineral resources earth drained space fights last deposits planets satellites situation one bigger mining corporations lost one mineral moons many fully automatic mining robots disappearing flight home since nobody else wants job send prisoners defend mining station among undercover agent stone clear whereabouts expensive robots atmosphere corruption fear hatred gets fronts rivaling groups
