movieId,title,genres_clean,overview_clean
745,The Sixth Sense,Mystery Thriller Drama,psychological thriller eight year old boy named cole sear believes see world dead child psychologist named malcolm crowe comes cole help deal problem learning really see ghosts dead people
913,The Thomas Crown Affair,Drama Crime Romance,rich successful playboy amuses himself stealing artwork met match seductive detective
912,The Thomas Crown Affair,Romance Crime Thriller Drama,young businessman thomas crown bored decides plan robbery assigns professional agent right information job however crown soon betrayed yet cannot blow cover because hes love
813,Airplane!,Comedy,alcoholic pilot ted striker developed fear flying due wartime trauma nevertheless boards passenger jet attempt woo back stewardess girlfriend food poisoning decimates passengers crew leaving striker land plane help gluesniffing air traffic controller strikers vengeful former air force captain talk down
2280,Big,Fantasy Drama Comedy Romance Family,young boy josh baskin makes wish carnival machine big wakes following morning find granted body grown older overnight still same yearold boy inside now learn cope unfamiliar world grownups including getting job having first romantic encounter woman find out strange world
850,A Christmas Story,Comedy Family,comic mishaps adventures young boy named ralph trying convince parents teachers santa red ryder gun really perfect christmas gift
2038,Iron Eagle III,Action Thriller,chappy discovers drugsmuggling scheme own air base turns out lives village people peru stake decides fly ancient airplanes friends free
1911,The 13th Warrior,Adventure Fantasy Action,arab courtier ahmad ibn fadlan accompanies party vikings barbaric north combat terror slaughters vikings devours flesh
2900,The Astronaut's Wife,Drama Science Fiction Thriller,astronaut spencer armacost returns earth mission nearly cost life decides take desk job order see beautiful wife jillian often gradually jillian notices spencers personality seems changed concerns fade discovers shes pregnant jillian grows closer becoming mother suspicions spencer return seem hes different person
6373,The Very Thought of You,Comedy Romance,laurence recounts neighbour life long friendship frank daniel overturned three days independently meeting falling martha idea connection slowly tale unfolds narrative moving backwards forwards gradually filling gaps until see whole picture
2162,Chill Factor,Action Comedy Thriller,store clerk ice cream truck driver thrown together dying scientist entrusts deadly chemical kept ice chemical kill living thing melts take chemical codenamed elvis next nearest military base while chased terrorists want hold country ransom
4338,I Woke Up Early The Day I Died,Comedy,mental patient escapes looney bin drag robs bank goes lam
14,American Beauty,Drama,lester burnham depressed suburban father midlife crisis decides turn hectic life around developing infatuation daughters attractive friend
704,A Hard Day's Night,Comedy Music,capturing john lennon paul mccartney george harrison ringo starr electrifying element hard days night wildly irreverent journey through pastiche day life beatles during band use guile wit avoid pursuing fans press reach scheduled television performance spite pauls troublemaking grandfather ringos arrest
1049,Sommersby,Drama Thriller Mystery Romance,set south united states civil war laurel sommersby managing work farm without husband jack believed killed civil war accounts jack sommersby pleasant man thus returns laurel mixed emotions appears jack changed great deal leading people believe actually jack imposter laurel herself unsure willing take man home perhaps later heart
2290,Jakob the Liar,Comedy Drama History,poland jewish shop keeper named jakob summoned ghetto headquarters caught out curfew while waiting german kommondant jakob overhears german radio broadcast russian troop movements returned ghetto shopkeeper shares information friend rumors fly secret radio within ghetto
861,Total Recall,Action Adventure Science Fiction,construction worker douglas quaid discovers memory chip brain during virtualreality trip finds past invented conceal plot planetary domination soon hes off mars find out planted chip
2457,Children of Paradise,Drama Romance,filmed during german occupation french milestone centers around theatrical life beautiful courtesan four men love voted best french film history french film academy
4929,Hang 'em High,Western,marshall jed cooper survives hanging vowing revenge lynch mob left dangling carry out oath vengeance returns former job lawman long hes caught nine men hit list starts dispensing own brand wild west justice
851,Brief Encounter,Drama Romance,returning home shopping trip nearby town bored suburban housewife laura jesson thrown happenstance acquaintance virtuous doctor alec harvey casual friendship soon develops during weekly visits something emotionally fulfilling either expected wrestle potential havoc deepening relationship lives lives love
3086,The Lady Eve,Comedy Romance,returning year amazon studying snakes rich unsophisticated charles pike meets conartist jean harrington ship fall love misunderstanding causes split bad terms get back jean disguises herself english lady comes back tease torment
535,Flashdance,Drama Music Romance,popular dance movie depicts life exotic dancer side job welder true desire get ballet school dream professional dancer now chance film great soundtrack oscar winning song
2731,Indochine,Drama Romance,story starts one largest rubbertree plantations indochine vietnam plantation owned french colonist eliane proud woman lives father native adoptive daughter camille doesnt husband man life apart father gets know young officer jeanbaptiste want buy same painting auction short affair refuses see meantime camille fallen love jeanbaptiste eliane knows makes sure hes sent one desolate outposts remote island making sure two never see camille choice marry man promised meantime starts search find man really loves
1654,The Dirty Dozen,Action Adventure War,american military prisoners world war ordered infiltrate wellguarded enemy château kill nazi officers vacationing soldiers facing death sentences variety violent crimes agree mission possible commuting sentences
391,A Fistful of Dollars,Western,man name enters mexican village san miguel midst power struggle among three rojo brothers sheriff john baxter regiment mexican soldiers bearing gold intended pay new weapons waylaid rojo brothers stranger inserts himself middle longsimmering battle selling false information sides own benefit
550,Fight Club,Drama,tickingtimebomb insomniac slippery soap salesman channel primal male aggression shocking new form therapy concept catches underground fight clubs forming town until eccentric gets way ignites outofcontrol spiral toward oblivion
1610,Fever Pitch,Comedy Romance,romantic comedy man woman football team based nick hornbys best selling autobiographical novel fever pitch english teacher paul ashworth believes long standing obsession arsenal serves well meets sarah relationship develops tandem arsenals roller coaster fortunes football league leading nail biting climax
5548,RoboCop,Action Thriller Science Fiction,violent nearapocalyptic detroit evil corporation omni consumer products wins contract city government privatize police force test crimeeradicating cyborgs company leads street cop alex murphy armed confrontation crime lord boddicker use body support untested robocop prototype robocop learns companys nefarious plans turns masters
709,Licence to Kill,Adventure Action Thriller,james bond american colleague felix leiter arrest drug lord sanchez succeeds escaping takes revenge felix wife bond knows one thing revenge
253,Live and Let Die,Adventure Action Thriller,james bond investigate mysterious murder case british agent new orleans soon finds himself against gangster boss named big
492,Being John Malkovich,Fantasy Drama Comedy,spike jonzes debut feature film love story mix comedy fantasy story unsuccessful puppeteer named craig one day work finds portal head actor john malkovich portal soon becomes passion anybody enters mad controlling world overtaking another human body
2020,The Bachelor,Comedy,jimmie seeing single friends get married one one isnt worried until girlfriend anne catches bouquet friend marcos wedding suddenly wild mustang days numbered finally decides propose sticks foot mouth botches proposal insulted defeatist proposal anne leaves town assignment shes gone finds out recentlydeceased grandfathers stipulates gets nothing multimillion dollar fortune unless hes married birthday tomorrow able find anne jimmie begins backtracking through past girlfriends find wife
1694,Re-Animator,Science Fiction Comedy Horror,dedicated student medical college girlfriend become involved bizarre experiments centering around reanimation dead tissue odd new student arrives campus
37853,Mister Roberts,Comedy Drama Family War,hilarious heartfelt military comedydrama codirected john ford mervyn leroy mister roberts stars henry fonda officer whos yearning battle stuck backwaters world war noncommissioned navy ship run bullying capt morton james cagney jack lemmon enjoys starmaking turn freewheeling ensign pulver william powell stars ships doctor last screen role based novel same name thomas heggen broadway play written thomas heggen joshua logan henry fonda starred original broadway production warner bros didnt want fonda star film thought old stage player long years longer box office material however john ford insisted fonda company eventually agreed
1621,Trading Places,Comedy,snobbish investor wily street conartist find positions reversed part bet two callous millionaires
4203,Women on the Verge of a Nervous Breakdown,Comedy Drama,pepa resolves kill herself batch sleepingpilllaced gazpacho lover leaves fortunately interrupted deliciously chaotic series events
2690,Irma la Douce,Comedy Romance,nester patou naive police officer transferred red light district paris organizes raid dodgy hotel running brothel inadvertently disrupting corrupt system police pimps union netting station superior fired job nester goes local bar drink befriends pretty young lady named irma douce upon realizing prostitute nester invents crazy scheme keep seeing men
2668,Sleepy Hollow,Drama Fantasy Thriller Mystery,new york detective ichabod crane sent sleepy hollow investigate series mysterious deaths victims found beheaded locals believe culprit none ghost legendary headless horseman
99,All About My Mother,Comedy Drama,single mother madrid sees only son die birthday runs seek actress autograph beside herself grief returns barcelona tell boys father death son never knew
596,The Grapes of Wrath,Drama,tom joad returns home jail sentence find family kicked out farm due foreclosure catches uncles farm joins next day head california new life hopefully
293,A River Runs Through It,Drama,river runs through cinematographically stunning true story norman maclean story follows norman brother paul through experiences life growing love fly fishing keeps together despite varying life circumstances untamed west montana
2924,Backdraft,Action Crime Drama Mystery Thriller,say blast flames take life hide secret now firemen brothers brian stephen mccaffrey battling past slights while trying stop arsonist diabolical agenda torching chicago
177,The Fisher King,Comedy Drama,two troubled men face terrible destinies events past join together mission find holy grail thus save themselves
497,The Green Mile,Fantasy Drama Crime,supernatural tale set death row southern prison gentle giant john coffey possesses mysterious power heal peoples ailments cellblocks head guard paul edgecomb recognizes coffeys miraculous gift tries desperately help stave off condemned mans execution
334,Magnolia,Drama,epic mosaic many interrelated characters search happiness forgiveness meaning san fernando valley
926,Galaxy Quest,Comedy Family Science Fiction,stars scifi show now scraping living through reruns scifi conventions beamed aboard alien spacecraft believing casts heroic onscreen dramas historical documents reallife adventures band aliens turn ailing celebrities help quest overcome oppressive regime solar system
1213,The Talented Mr. Ripley,Thriller Crime Drama,tom ripley calculating young man believes better fake somebody real nobody opportunity knocks form wealthy shipbuilder hires tom travel italy bring back playboy son dickie ripley worms way idyllic lives dickie girlfriend plunging daring scheme duplicity lies murder
632,Stalag 17,Comedy Drama War,dreary christmas american pows stalag men barracks sergeants deal grave problem seems security leak germans always seem forewarned escapes recent attempt two men manfredi johnson walked straight trap killed barracks especially loudmouthed duke leaker obvious sefton wheelerdealer doesnt hesitate trade guards acquired goods privileges prisoner seems sefton denies giving germans information makes quite clear intention ever trying escape plans ride out war little comfort arrange doesnt extend spying germans
2990,Pacific Heights,Crime Thriller,couple works hard renovate dream house become landlords pay unfortunately one tenants plans own
1883,Malcolm X,Drama History,biopic controversial influential black nationalist leader
2005,Sister Act,Music Comedy,reno singer witnesses mob murder cops stash nunnery protect hitmen mother superior trust takes steps limit influence nuns eventually singer rescues failing choir begins helping community projects gets interview
8873,Wayne's World 2,Music Comedy,message jim morrison dream prompts cable access stars wayne garth put rock concert waynestock aerosmith headliners amid preparations wayne frets record producer putting moves girlfriend cassandra while garth handles advances megababe honey hornee
619,The Bodyguard,Thriller Action Drama Music Romance,former secret service agent grudgingly takes assignment protect pop idol whos threatened crazed fan first safetyobsessed bodyguard selfindulgent diva totally clash long tension sparks fireworks another sort loveaverse tough guy torn duty romance
1923,Twin Peaks: Fire Walk with Me,Drama Mystery,questionable town deer meadow washington fbi agent desmond inexplicably disappears while hunting man murdered teen girl killer never apprehended experiencing dark visions supernatural encounters agent dale cooper chillingly predicts culprit claim another life meanwhile cozy town twin peaks hedonistic beauty laura palmer hangs lowlifes seems destined grisly fate
4234,Scream 3,Horror Mystery,murdering spree begins happen time targeted toward original woodsboro survivors associated movie inside movie stab sydney face demons past stop killer
1907,The Beach,Drama Adventure Romance Thriller,twentysomething richard travels thailand finds himself possession strange map rumours state leads solitary beach paradise tropical bliss excited intrigued sets out find
2787,Pitch Black,Thriller Science Fiction Action,ship crashlands remote planet marooned passengers soon learn escaped convict riddick isnt only thing fear deadly creatures lurk shadows waiting attack dark planet rapidly plunging utter blackness total eclipse body count rising doomed survivors forced turn riddick eerie eyes guide through darkness safety time running out theres only one rule stay light
2069,The Whole Nine Yards,Comedy Crime,mobster named jimmy tulip agrees cooperate fbi investigation order stay out prison hes relocated authorities life suburban anonymity part witness protection program long couple new neighbors figure out true identity come knocking see hed one hit suburban style
901,City Lights,Comedy Drama Romance,city lights first silent film charlie chaplin directed established himself sound accompanied films film penniless man falls love flower girl film great success today deemed cult classic
2155,Reindeer Games,Thriller,assuming dead cellmates identity get girlfriend excon finds himself reluctant participant casino heist
1831,The Next Best Thing,Comedy,comedydrama best friends one straight woman abbie gay man robert decide child together five years later abbie falls love straight man wants move away roberts little boy sam nasty custody battle ensues
4816,Ghost Dog: The Way of the Samurai,Crime Drama,africanamerican mafia hit man models himself samurai old finds himself targeted death mob
2193,My Tutor,Comedy Drama Romance,high school senior bobby chrystal fails french class block entering yale rich authoritarian father hires attractive yearold tutor bobby summer help pass makeup exam while bobbys friends lead away strange excursions aimed losing virginity bobby finds extracurricular activities needs new tutor
2067,Mission to Mars,Science Fiction,contact lost crew first mars expedition rescue mission launched discover fate
5693,Hoosiers,Drama Family,high school basketball king smalltown indiana hickory huskers hope talent new coach abrasive unlikable norman dale whips team shape while inciting controversy
287,Bull Durham,Comedy Romance,veteran catcher crash davis brought minor league durham bulls help coming pitching prospect nuke laloosh relationship gets off rocky start complicated baseball groupie annie savoy sets sights two men
968,Dog Day Afternoon,Crime Drama Thriller,man robs bank pay lovers operation turns hostage situation media circus
838,American Graffiti,Comedy Drama,couple high school graduates spend one final night cruising strip buddies off college
3114,The Searchers,Western,civil war veteran spends years searching young niece captured indians motivation becomes increasingly questionable
8989,Harry and the Hendersons,Comedy Family Fantasy,returning hunting trip forest henderson familys car hits animal road first fear man examine body find bigfoot think dead decide take home money guessed isnt dead far ferocious monster fear harry hes friendly giant
32031,Let's Get Harry,Action Adventure,harry burck kidnapped south american terrorists government refuses intervene harrys friends decide take matters own hands
918,Blind Date,Comedy Romance,bachelor walter davis bruce willis set sisterinlaws pretty cousin nadia gates kim basinger seemingly average blind date turns chaotic night town walters brother ted phil hartman tells let nadia drink alcohol dismisses warning behavior gets increasingly wild walter nadias numerous incidents made even worse former lover david john larroquette relentlessly follows around town
2383,The Bear,Adventure Drama Family,orphan bear cub hooks adult male try dodge human hunters
1396,Mirror,Drama History,dying man forties remembers past childhood mother war personal moments things tell recent history russian nation
1541,Thelma & Louise,Drama Thriller Crime Adventure,whilst short weekend getaway louise shoots man tried rape thelma due incriminating circumstances make run thus cross country chase ensues two fugitives along way women rediscover strength friendship surprising aspects personalities selfstrengths trying times
1713,Jungle Fever,Drama Romance,successful married black man contemplates having affair white girl work hes quite rightly worried racial difference make already taboo relationship even worse
996,Double Indemnity,Drama Mystery Thriller,unsuspecting dietrichson becomes increasingly accident prone icily calculating wife encourages sign double indemnity policy proposed smoothtalking insurance agent against backdrop distinctly california settings partners crime plan perfect murder collect insurance perfect until claims manager gets familiar feeling foul play pursues matter relentlessly
1498,Teenage Mutant Ninja Turtles,Science Fiction Action Adventure Comedy Family,quartet mutated humanoid turtles clash uprising criminal gang ninjas
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction Adventure Action Comedy Family,turtles shredder battle time last cannister ooze created turtles shredder wants create army new mutants
1499,Teenage Mutant Ninja Turtles III,Action Adventure Comedy Family Fantasy Science Fiction,four turtles travel back time days legendary deadly samurai ancient japan train perfect art becoming one turtles assist small village uprising
1880,Red Dawn,Action Thriller,mids out sky soviet cuban troops begin landing football field colorado high school seconds paratroops attacked school sent group teenagers fleeing mountains armed only hunting rifles pistols bows arrows teens struggles survive bitter winter soviet kgb patrols hunting
801,"Good Morning, Vietnam",Comedy Drama War,radio funny man adrian cronauer sent vietnam bring little comedy back lives soldiers setting shop cronauer delights gis shocks superior officer sergeant major dickerson irreverent take war while dickerson attempts censor cronauers broadcasts cronauer pursues relationship vietnamese girl named trinh shows horrors war firsthand
2085,Romeo Must Die,Action Crime Thriller,two warring gang families one africanamerican chinese maneuver bragging rights oakland california docks hang sing trish oday uncover trail deceit leaves warring factions dead worse
3082,Modern Times,Drama Comedy,tramp struggles live modern industrial society help young homeless woman
2102,Solar Crisis,Adventure Drama Action Thriller Science Fiction Foreign,huge solar flare predicted fry earth astronauts aboard spaceship helios sun drop bomb equipped artificial intelligence freddy japanese pilot back artificial intelligence fail right time flare point somewhere else
840,Close Encounters of the Third Kind,Science Fiction Drama,encounter ufos line worker feels undeniably drawn isolated area wilderness something spectacular happen
2291,Jacob's Ladder,Drama Mystery Horror,traumatized vietnam war veteran finds out postwar life isnt believes hes attacked horned creatures subway dead son comes visit
879,Hook,Adventure Fantasy Comedy Family,boy wasnt supposed grow uppeter pandid becoming soulless corporate lawyer whose workaholism cost wife kids trip see granny wendy london vengeful capt hook kidnaps peters kids forces peter return neverland lead chance redemption familyoriented fantasy director steven spielberg
593,Solaris,Drama Science Fiction Adventure Mystery,ground control receiving strange transmissions three remaining residents solaris space station cosmonaut psychologist kris kelvin sent investigate experiences strange phenomena afflict solaris crew sending voyage darkest recesses own consciousness based novel same name polish author stanislaw lem
2621,Return to Me,Romance Comedy Drama,took lot cajoling get bob duchovny recently widowed architect blind date quirky irishitalian eatery hes smitten instantly date sharpwitted waitress grace driver everything seems going great until unbelievable truth revealed one easily break hearts good
2006,"Bell, Book and Candle",Fantasy Comedy Romance,modernday witch likes neighbor despises fiancee enchants love instead only fall love real
1552,Parenthood,Comedy Drama Family,story buckman family friends attempting bring children sufferenjoy events occur estranged relatives black sheep family eccentrics skeletons closet rebellious teenagers
1359,American Psycho,Thriller Drama Crime,wealthy new york investment banking executive hides alternate psychopathic ego coworkers friends escalates deeper illogical gratuitous fantasies
4967,Keeping the Faith,Comedy,best friends since kids rabbi jacob schram father brian finn dynamic popular young men living working new yorks upper west side anna reilly childhood friend now grown beautiful corporate executive suddenly returns city reenters jake brians lives hearts vengeance sparks fly unusual complicated love triangle ensues
3536,U-571,Action Drama Thriller War,midst world war battle sea rages nazis upper hand allies unable crack war codes however wrecked uboat sends out sos signal allies realise chance seize enigma coding machine
452,The Idiots,Drama Comedy,first dogma film director lars von trier opens completely new film platform mix homevideo documentary styles film tells story group young people decided get know inneridiots thus only facing breaking outer appearance inner
5241,Two Moon Junction,Drama Romance,young southern débutante temporarily abandons posh lifestyle upcoming semiarranged marriage lustful erotic fling rugged drifter works local carnival
5608,"The Nibelungs, Tale 1: Siegfried",Drama Adventure Fantasy,young hero defeats dragon find acceptance court burgundy
2094,Roustabout,Drama Music Romance,elvis plays badboy singer roaming highways japanese motorcycle laid accident joins carnival owned feisty barbara stanwyck
955,Mission: Impossible II,Adventure Action Thriller,computer genius luther stickell side beautiful thief mind agent ethan hunt races across australia spain stop former imf agent unleashing genetically engineered biological weapon called chimera mission hunt choose accept plunges center international crisis terrifying magnitude
8584,Shanghai Noon,Adventure Action Comedy Western,chon wang clumsy imperial guard trails princess pei pei kidnapped forbidden city transported america wang follows captors nevada teams unlikely partner outcast outlaw roy obannon tries spring princess imprisonment
962,The Gold Rush,Adventure Comedy Drama,lone prospector ventures alaska looking gold gets mixed burly characters falls love beautiful georgia tries win heart singular charm
5483,Lisa and the Devil,Fantasy Horror Science Fiction,lisa tourist ancient city gets lost finds old mansion shelter soon sucked vortex deception debauchery evil presided housekeeper
668,On Her Majesty's Secret Service,Adventure Action Thriller,james bond tracks archnemesis ernst blofeld mountaintop retreat hes training army beautiful lethal women along way bond falls italian contessa tracy draco marries order get closer blofeld meanwhile locates blofeld alps embarks classic ski chase
691,The Spy Who Loved Me,Adventure Action Thriller,russian british submarines nuclear missiles board vanish sight without trace england russia blame james bond tries solve riddle disappearing ships kgb agent case
42002,Anguish,Crime Horror Thriller,gruesome horror film motherfixated ophthalmologists assistant unhealthy interest eyeballs goes killing spree collect human eyeballs mothers collection horror movie viewed small crowd real killer audience begins killing patrons one one paralleling action movie
21,The Endless Summer,Documentary,endless summer bruce brown one first influential surf movies times film documents american surfers mike hynson robert august travel world during californias winter back offseason surfing search perfect wave endless summer
6003,Romeo and Juliet,Drama Romance,director franco zeffirellis beloved version one wellknown love stories english language romeo montague juliet capulet fall love against wishes feuding families driven passion young lovers defy destiny elope only suffer ultimate tragedy
541,The Man with the Golden Arm,Crime Drama Romance,frankie heroin addict sits prison wants different life rehabilitation isnt easy thought director otto preminger films one first social studies addict film
938,For a Few Dollars More,Western,two bounty hunters pursuit indio one wanted fugitives western territories gang
2075,Prizzi's Honor,Romance Comedy Crime Drama,professional hit man hit woman fall love only discover hired kill
26554,Class of Nuke 'Em High,Horror Comedy Science Fiction,pupils high school next nuclear power plant start acting looking strange buying contaminated drugs plant worker
169,Predator 2,Science Fiction Action Thriller,ten years band mercenaries first battled vicious alien invisible creature another world returned earth time drawn gangruled ravaged city los angeles starts murdering drug dealers detectivelieutenant mike harrigan police force set out capture creature ignoring warnings mysterious government agent stay away
8810,Mad Max 2: The Road Warrior,Adventure Action Thriller Science Fiction,max rockatansky returns heroic loner drives dusty roads postapocalyptic australian outback unending search gasoline arrayed against scraggly defendants fueldepot encampment bizarre warriors commanded charismatic lord humungus violent leader whose scruples barren surrounding landscape
1727,Bird on a Wire,Action Adventure Comedy Romance,fbi informant kept new identity secret years now old flame recognised bad guys back revenge
635,Angel Heart,Horror Mystery Thriller,downandout private detective harry angel ordered mysterious man named louis cyphre mission find missing person routine failure soon leads bloody spar himself harry angel goes supernatural journey soul
482,Shaft,Adventure Action Thriller Crime,cool black private eye john shaft hired crime lord find retrieve kidnapped daughter
592,The Conversation,Crime Drama Mystery,surveillance expert harry caul gene hackman hired mysterious clients brusque aide harrison ford tail young couple mark frederic forrest ann cindy williams tracking pair through san franciscos union square caul associate stan john cazale manage record cryptic conversation tormented memories previous case ended badly caul becomes obsessed resulting tape trying determine couple danger
5121,The Sugarland Express,Crime Drama,married smalltime crooks loujean clovis poplin lose baby state texas resolve whatever takes get back loujean gets clovis out jail two steal son foster home addition taking highway patrolman hostage massive dragnet starts pursue across texas couple become unlikely folk heroes even start bond captive policeman
195,Trouble in Paradise,Comedy Romance,trouble paradise one important films actor producer director ernst lubitisch personal favorite films hes made story two thieves fall love begin doing jobs together employment beautiful woman stirs relationship
6978,Big Trouble in Little China,Action Adventure Comedy Fantasy,trucker jack burton agreed take friend wang chi pick fiancee airport never expected get involved supernatural battle good evil wangs fiancee emerald green eyes make perfect target immortal sorcerer pan three invincible cronies pan marry girl green eyes regain physical form
3133,Badlands,Crime Drama,dramatization starkweatherfugate killing spree teenage girl twentysomething boyfriend slaughtered entire family several others dakota badlands
479,Shaft,Action Adventure Crime Thriller,new york police detective john shaft arrests walter wade racially motivated slaying only eyewitness disappears wade jumps bail switzerland two years later wade returns face trial confident money influence get acquitted especially since hes paid drug kingpin kill witness
2123,"Me, Myself & Irene",Comedy,rhode island state trooper charlie baileygates multiple personality disorder one personality crazy aggressive while friendly laid back personalities fall love same woman named irene charlie loses medication
2024,The Patriot,Drama History War Action,proving himself field battle french indian war benjamin martin wants nothing such things preferring simple life farmer son gabriel enlists army defend new nation america against british benjamin reluctantly returns old life protect son
2133,The Perfect Storm,Drama,october confluence weather conditions combined form killer storm north atlantic caught storm swordfishing boat andrea gail magnificent foreshadowing anticipation fill truelife drama while minute details fishing boats gear weather juxtaposed sea adventure
494,Shaft in Africa,Adventure Action Thriller Crime Mystery,detective john shaft travels incognito ethiopia france bust human trafficking ring
493,Shaft's Big Score!,Action Adventure Crime Mystery,john shaft back ladyloved black detective cop search murderer client
4247,Scary Movie,Comedy,following heels popular teenscream horror movies uproarious comedy biting satire marlon shawn wayans shannon elizabeth carmen electra pitch skewer hollywoods biggest blockbusters including scream know last summer matrix american pie blair witch project
1050,Shower,Comedy Drama Foreign,aged father younger mentally challenged son working hard day keep bathhouse running motley group regular customers elder son left years ago seek fortune southern city shenzhen abruptly returns one day puts stress longbroken fatherson ties presented lighthearted comedy shower explores value family friendship tradition
1788,Footloose,Drama Family Music Romance,teenager ren family move bigcity chicago small town west hes real case culture shock
93,Anatomy of a Murder,Crime Drama Mystery Thriller,film pits humble smalltown lawyer against hardheaded big city prosecutor emotions flare jealous army lieutenant pleads innocent murdering rapist seductive beautiful wife
2360,Saving Grace,Crime Comedy,unexpectedly widowed prim proper housewife grace trevethyn finds herself dire financial straits inherits massive debts late husband accruing years faced losing house decides use talent horticulture hatches plan grow potent marijuana sold astronomical price thus solving financial crisis
3110,Shane,Drama Western,weary gunfighter attempts settle down homestead family smouldering settler rancher conflict forces act
26865,X: The Unknown,Horror Science Fiction Mystery,mysterious explosion leaves large fissure ground two young boys confronted unknown phenomenon inflicts severe radiation burns one follows spate attacks radiation establishments inexplicable lifeform plunders radium stores royston expert atomic research brought explain curtail activities alien creature causes disaster
1588,Bring It On,Comedy,toro cheerleading squad rancho carne high school san diego got spirit spunk sass killer routine thats sure land national championship trophy sixth year row newlyelected team captain toros road total cheer glory takes shady turn discovers perfectlychoreographed routines fact stolen
1619,The Way of the Gun,Action Crime Drama Thriller,parker longbaugh pair lowlevel petty criminals living off grid funding existence through unconventional often illegal means wanting move past petty crime vow get proverbial big score
786,Almost Famous,Drama Music,almost famous autobiographical inspired film yearold hired rolling stone magazine follow interview rock band during tour film growing first love disappointment life rock star
16,Dancer in the Dark,Drama Crime Music,selma czech immigrant verge blindness struggles make ends meet herself son inherited same genetic disorder suffer same fate without expensive operation life gets difficult selma learns cope through love musicals escaping lifes troubles even moment dreaming little numbers rhythmic beats surroundings
469,Stranger Than Paradise,Comedy Drama,rootless hungarian émigré willie pal eddie visiting sixteenyearold cousin eva always manage make least situation whether aimlessly traversing drab interiors environs new york city cleveland anonymous florida suburb
2160,Voyage to the Bottom of the Sea,Adventure Drama Science Fiction,crew atomic submarine battle save world global destruction
2161,Fantastic Voyage,Adventure Science Fiction,science miniaturization unlocked army big plans scientist carrying secret process injured surprise attack lifethreatening blood clot puts coma now team adventurers use technology travel inside body destroy clot
911,The Bank Dick,Comedy,egbert sousé becomes unexpected hero bank robber falls bench hes occupying now considered brave egbert given job bank guard soon approached charlatan frothingham waterbury buying shares mining company egbert persuades teller oggilby lend bank money returned scheme pays off unfortunately bank inspector snoopington makes surprise appearance
1485,Get Carter,Crime Thriller,michael caine jack carter smalltime hood working london word reaches brothers death travels newcastle attend funeral refusing accept police report suicide carter seeks out brothers friends acquaintances learn murdered sibling tough gangster film grim humour
1597,Meet the Parents,Comedy Romance,greg focker ready marry girlfriend pam pops question win formidable father humorless former cia agent jack byrnes wedding pams sister greg bends backward make good impression visit byrnes home turns hilarious series disasters everything wrong jacks critical hawklike gaze
2134,The Time Machine,Thriller Adventure Fantasy Science Fiction Romance,victorian englishman travels far future finds humanity divided two hostile species
71,Billy Elliot,Drama Comedy Music,set against background miners strike billy elliot year old boy stumbles out boxing ring onto ballet floor faces many trials triumphs strives conquer familys set ways inner conflict standing toes
1636,Bedazzled,Fantasy Comedy Romance,elliot richardson suicidal techno geek given seven wishes turn life around meets seductive satan catch soul wishes include foot basketball star rock star hamburger expected devil put own little twist fantasies
4327,Charlie's Angels,Action Adventure Comedy Crime Thriller,aspects take hit series similar original show angels dylan natalie alex still work charlie interface bosley still flip hair stop traffic smile kick butt differences unsubtle humor martial arts training hightech premise time theyre hot trail stolen software
4958,The Legend of Bagger Vance,Fantasy Drama,world war left golfer rannulph junuh pokerplaying alcoholic perfect swing gone now however needs get back play tournament save financially ravaged golf course longago sweetheart help arrives form mysterious caddy bagger vance
8870,Red Planet,Thriller Action Science Fiction,astronauts search solutions save dying earth searching mars only mission terribly awry
146,"Crouching Tiger, Hidden Dragon",Adventure Drama Action Romance,two warriors pursuit stolen sword notorious fugitive led impetuous physicallyskilled teenage noblemans daughter crossroads life
2669,The Bounty,Action Drama History,familiar story lieutenant bligh whose cruelty leads mutiny ship version follows efforts fletcher christian get men beyond reach british retribution epic voyage lieutenant bligh get loyalists safely east timor tiny lifeboat
2609,"Planes, Trains and Automobiles",Comedy,man struggle travel home thanksgiving obnoxious slob shower ring salesman only companion
708,The Living Daylights,Action Adventure Thriller,james bond helps russian general escape west soon finds out kgb wants kill helping general little while later general kidnapped secret service leading suspicious
107,Snatch,Thriller Crime,second film british director guy ritchie snatch tells obscure story similar first fastpaced crazy charactercolliding filled film lock stock two smoking barrels two overlapping stories one search stolen diamond boxing promoter whos having trouble psychotic gangster
392,Chocolat,Comedy Drama Romance,fable emotional liberation chocolate mother daughter move small french town open chocolate shop town religious morally strict against represent freethinking indulgence group boat gypsies float down river prejudices mayor leads crisis
8859,"Dude, Where’s My Car?",Comedy,jesse chester two bumbling stoners wake one morning night partying cannot remember parked car encounter variety people while looking including angry girlfriends angry street gang transexual stripper cult alien seeking fanatics aliens human form looking mystical device save destroy world
3981,What Women Want,Comedy Romance,advertising executive nick marshall cocky come happens chauvinistic guy suddenly hear women thinking nick gets passed promotion accident enables hear womens thoughts puts newfound talent work against darcy new boss seems infatuated
711,Finding Forrester,Drama,gus van sant tells story young african american man named jamal confronts talents while living streets bronx accidentally runs old writer named forrester discovers passion writing help new mentor jamal receives scholarship private school
